"Open","High","Low","Close","Contact","Open.Int","Rtn..1.Day","Rtn..1.Day.1","Rtn..2.Day","Date","Rtn..1.Day.Table","X","X.1","X.2","X.3","sma20","ema14","dn","mavg","up","pctB","rsi14","macd","signal"
7568.6,7570.5,7487,7497.95,306170,5907550,"-1.02%","0.61%","1.82%","06/26/2014","","","","","",7538.2675,7536.54637179119,7319.78482042333,7538.2675,7756.75017957667,0.407732960621593,54.0823414907572,1.16695057364791,1.84370564975614
7550,7569,7512.3,7543.9,174211,14052900,"0.61%","1.20%","1.57%","06/27/2014","","","","","",7553.78,7537.52685555237,7385.79157361294,7553.78,7721.76842638706,0.470593212245358,57.0910169850136,0.933467730731552,1.72555892528666
7556,7649.9,7555.05,7634.35,208073,13974750,"1.20%","0.37%","1.51%","06/30/2014","","","","","",7566.95,7550.43660814538,7418.15732880951,7566.95,7715.74267119049,0.726489649862239,62.3241990829658,0.769399895319167,1.5723469254767
7646.5,7678,7637.5,7662.65,162808,13603750,"0.37%","1.14%","0.96%","07/01/2014","","","","","",7579.0125,7565.398393726,7440.62181796179,7579.0125,7717.40318203821,0.802178942860147,63.8113418177648,0.728091710706047,1.41532020605751
7709.95,7758.9,7702.65,7749.85,200882,14518650,"1.14%","-0.18%","0.42%","07/02/2014","","","","","",7595.685,7589.9919412292,7459.34492115302,7595.685,7732.02507884698,1.06536933711557,68.0023881245312,0.717983882780882,1.26450180195237
7761.6,7773.9,7726.3,7736.05,158786,14353000,"-0.18%","0.60%","0.81%","07/03/2014","","","","","",7608.15,7609.46634906531,7468.38515463465,7608.15,7747.91484536535,0.957554257172705,66.6861546280419,0.597553638781712,1.10914666673537
7754,7791.4,7676.75,7782.5,245115,14275750,"0.60%","0.21%","-1.72%","07/04/2014","","","","","",7617.7375,7632.53750252327,7459.03789736975,7617.7375,7776.43710263025,1.01910180387746,68.8702693794686,0.554312096554854,0.961903959247334
7810,7812.7,7760.1,7798.6,155246,14359150,"0.21%","-1.92%","-2.56%","07/07/2014","","","","","",7624.18,7654.6791688535,7448.05297368093,7624.18,7800.30702631907,0.995153990972453,69.6138886779855,0.528313469030528,0.829576597432423
7810,7817.85,7620.85,7648.75,352581,13715950,"-1.92%","-0.66%","-0.94%","07/08/2014","","","","","",7623.2025,7653.88861300636,7447.85048411481,7623.2025,7798.55451588519,0.572846325350281,56.1657443087525,0.522294277927315,0.724263030608885
7650,7669.7,7567.75,7598.65,321601,13616000,"-0.66%","-0.29%","-1.56%","07/09/2014","","","","","",7621.2775,7646.52346460552,7445.7350109126,7621.2775,7796.8199890874,0.43554979162699,52.5131597319435,0.533970979003229,0.653931964537254
7611.25,7753.9,7486.05,7576.65,675066,13629200,"-0.29%","-1.27%","-1.33%","07/10/2014","","","","","",7616.8775,7637.20700265811,7441.49274161148,7616.8775,7792.26225838852,0.385316431229201,50.9463667470736,0.431950938855841,0.598207876551064
7565.15,7638.8,7466.35,7480.15,410572,13716000,"-1.27%","-0.06%","0.78%","07/11/2014","","","","","",7612.885,7616.26606897036,7429.07007922369,7612.885,7796.69992077631,0.13894389138972,44.6529951143899,0.331640480293616,0.549567941548225
7488.2,7505.5,7445,7475.8,200572,14160100,"-0.06%","0.84%","2.24%","07/14/2014","","","","","",7608.715,7597.53725977432,7416.62019762367,7608.715,7800.80980237633,0.154038010514179,44.3868179467244,0.365661808213047,0.509297952382336
7512,7548,7467,7538.6,247820,14383800,"0.84%","1.39%","1.59%","07/15/2014","","","","","",7602.775,7589.67895847107,7409.72460373001,7602.775,7795.82539626999,0.33378692496894,49.1037643103697,0.426402402669623,0.476900010147752
7566,7662.4,7535.5,7643.05,279307,14547900,"1.39%","0.21%","0.34%","07/16/2014","","","","","",7606.4575,7596.7950973416,7413.28439298197,7606.4575,7799.63060701803,0.594714270958495,55.8161946773227,0.448754687203623,0.460366793305742
7642,7674.7,7628.2,7658.75,186904,14815100,"0.21%","0.14%","0.36%","07/17/2014","","","","","",7611.39,7605.05575102938,7418.16570390864,7611.39,7804.61429609136,0.622551876130548,56.7397419450202,0.43351345767364,0.44694472231894
7623.7,7692,7587.8,7669.35,266064,15023000,"0.14%","0.22%","1.29%","07/18/2014","","","","","",7618.59,7613.6283175588,7428.0130743243,7618.59,7809.1669256757,0.63317456932425,57.3873694014977,0.342950212732429,0.426348804952485
7701.35,7719.1,7675.35,7686.2,157265,15009500,"0.22%","1.06%","1.37%","07/21/2014","","","","","",7627.6125,7623.30454188429,7442.24370037342,7627.6125,7812.98129962658,0.658029560848486,58.4521578789965,0.224402348075703,0.393249701635639
7715.25,7773.5,7706,7767.95,254949,16398650,"1.06%","0.30%","0.85%","07/22/2014","","","","","",7636.2325,7642.59060296639,7441.81620367945,7636.2325,7830.64879632055,0.838751181081101,63.2500872387256,0.102899558658209,0.345352877152859
7794.95,7806.95,7746.2,7791.55,246293,16821500,"0.30%","0.54%","-0.08%","07/23/2014","","","","","",7647.065,7662.4518559042,7443.59339485569,7647.065,7850.53660514431,0.855049540936017,64.5237430844481,0.0274664285430326,0.300410153784769
7788.9,7839,7762.9,7833.75,206079,16451000,"0.54%","-0.61%","-1.16%","07/24/2014","","","","","",7663.855,7685.29160845031,7456.98238484758,7663.855,7870.72761515242,0.910627090189841,66.7432701951149,0.0961744940188192,0.274247266420903
7820.15,7832.8,7751.3,7785.7,248462,14849950,"-0.61%","-0.55%","0.03%","07/25/2014","","","","","",7675.945,7698.67939399027,7470.26805209382,7675.945,7881.62194790618,0.76681405261339,61.9877893598976,0.186462254998387,0.254336204952607
7788.6,7803,7721.8,7743.25,254863,11930900,"-0.55%","0.58%","-0.25%","07/28/2014","","","","","",7681.39,7704.62214145823,7474.64286313953,7681.39,7888.13713686047,0.649603039102181,58.0524983389355,0.258158014382004,0.235642384031761
7751.65,7794.5,7711.15,7788.3,317216,9668000,"0.58%","-0.83%","-2.13%","07/30/2014","","","","","",7687.6725,7715.7791892638,7476.00717106066,7687.6725,7899.33782893934,0.737704258189674,60.8901473093296,0.451058547905547,0.235898368554197
7776.8,7788.25,7715.2,7723.75,285664,6763500,"-0.83%","-1.31%","-0.07%","07/31/2014","","","","","",7686.3675,7716.84196402863,7475.9334051508,7686.3675,7896.8015948492,0.588822346081298,55.1348843312632,0.655905730258399,0.260608621063615
7686.05,7744.9,7611.25,7622.6,346552,12473850,"-1.31%","1.25%","1.97%","08/01/2014","","","","","",7680.695,7704.27636882481,7469.80785506224,7680.695,7891.58214493776,0.36226045210782,47.5503911413655,0.723087860184912,0.302846137447224
7661.15,7725.9,7646.3,7718.2,211809,12749700,"1.25%","0.71%","-0.35%","08/04/2014","","","","","",7677.48,7706.1328529815,7470.98419762136,7677.48,7883.97580237864,0.598597645886604,53.9922054497203,0.693528646439856,0.354971281709907
7734.15,7788.6,7655.2,7772.85,347497,13123850,"0.71%","-1.05%","-1.33%","08/05/2014","","","","","",7676.1925,7715.02847258397,7472.43047636704,7676.1925,7879.95452363296,0.737182322487407,57.2263485454151,0.70187274180662,0.421523857615286
7747.7,7759,7676.7,7691.45,256771,13730150,"-1.05%","-0.28%","-1.30%","08/06/2014","","","","","",7678.3275,7711.88467623944,7474.86578498953,7678.3275,7881.78921501047,0.532248081658324,51.4274953788425,0.697062699841466,0.495923443315112
7679.8,7750,7650,7669.65,302990,13092300,"-0.28%","-1.02%","-0.37%","08/07/2014","","","","","",7681.8775,7706.25338607418,7481.6485848179,7681.8775,7882.1064151821,0.469466198253934,49.9671766367359,0.675603980522976,0.56030449737113
7604.5,7618.9,7560.55,7591.65,260196,12203000,"-1.02%","0.66%","2.06%","08/08/2014","","","","","",7682.6275,7690.97293459762,7483.87387493872,7682.6275,7881.38112506128,0.271129960593298,45.0392296062317,0.564131760878395,0.602267775802242
7651,7651,7611,7641.4,142670,12515100,"0.66%","1.40%","1.37%","08/11/2014","","","","","",7690.69,7684.36320998461,7513.53610757875,7690.69,7867.84389242125,0.360883666380882,48.5262177236229,0.448887851772994,0.623459979956796
7699.7,7755.9,7663.5,7748.25,247522,12858300,"1.40%","-0.02%","0.72%","08/12/2014","","","","","",7704.3125,7692.88144865333,7555.75846984599,7704.3125,7852.86653015401,0.647883904443546,55.1131461845095,0.37333812135687,0.614824377006943
7728.1,7776.65,7706.4,7746.35,263570,14134150,"-0.02%","0.74%","1.70%","08/13/2014","","","","","",7714.7,7700.01058883288,7586.25544776052,7714.7,7843.14455223948,0.623204913903202,54.9784197315789,0.356899647951403,0.581601478972833
7762,7811.8,7748,7803.7,197553,14393400,"0.74%","0.95%","1.36%","08/14/2014","","","","","",7722.7325,7713.83584365517,7593.12781538173,7722.7325,7852.33718461827,0.812363323279863,58.2925941078283,0.344621369520071,0.539549646676739
7790.15,7886.9,7772.6,7877.7,184306,15034500,"0.95%","0.41%","0.17%","08/18/2014","","","","","",7733.68,7735.68439783448,7591.19415368536,7733.68,7876.16584631464,1.00538353010154,62.1629820848014,0.301475589520983,0.495988195907975
7896.95,7923.65,7888.5,7909.65,170617,15228350,"0.41%","-0.24%","-0.08%","08/19/2014","","","","","",7745.695,7758.87981145655,7587.2961556229,7745.695,7904.0938443771,1.01753849797564,63.7280598989404,0.335800151312804,0.455313463630885
7909,7915.5,7881.15,7890.7,137473,15069500,"-0.24%","0.16%","0.47%","08/20/2014","","","","","",7755.92,7776.45583659567,7588.08272642825,7755.92,7923.75727357175,0.901519868417005,62.0876687287645,0.419945068686545,0.424522615724782
7886.9,7937.05,7867.55,7903.15,191635,14683750,"0.16%","0.31%","0.16%","08/21/2014","","","","","",7762.68,7793.34839171625,7582.97760602596,7762.68,7942.38239397404,0.890840647399206,62.7657843605519,0.405821229929471,0.394546754547726
7912.2,7939.8,7906.3,7927.55,143939,14366300,"0.31%","-0.15%","-0.27%","08/22/2014","","","","","",7769.48,7811.24193948742,7576.14682022995,7769.48,7962.81317977005,0.908802048846464,64.1202795717969,0.378369177507309,0.373906467506494
7926,7979,7906.3,7915.45,209930,12832750,"-0.15%","-0.11%","0.20%","08/25/2014","","","","","",7773.565,7825.13634755576,7571.70789435346,7773.565,7975.42210564654,0.851449109372558,62.8983263487813,0.483334435479499,0.377733865696106
7895,7918,7871.55,7906.5,215564,10511100,"-0.11%","0.32%","0.58%","08/26/2014","","","","","",7779.605,7835.98483454833,7569.59248632522,7779.605,7989.61751367478,0.80211294979428,61.9577860399535,0.614058218957814,0.404480543207322
7930,7948.05,7911.15,7931.6,222784,8854000,"0.32%","0.27%","1.74%","08/27/2014","","","","","",7789.0225,7848.73352327522,7569.69020079398,7789.0225,8008.35479920602,0.825026228503797,63.6016120301838,0.847617511208409,0.459004750235878
7952,7967.15,7935.25,7952.75,241078,5981850,"0.27%","1.47%","2.12%","08/28/2014","","","","","",7797.245,7862.60238683852,7566.59926754436,7797.245,8027.89073245564,0.83710790645109,64.9749887334595,1.0478501929877,0.537141286176726
8021.2,8075,8016.35,8069.45,144351,16340950,"1.47%","0.64%","0.88%","09/01/2014","","","","","",7814.53,7890.18206859338,7558.12957410332,7814.53,8070.93042589668,0.997113058819021,71.3896757812882,1.24063696939269,0.641492550606916
8054.25,8139,8054.25,8121.45,198384,16687750,"0.64%","0.23%","0.13%","09/02/2014","","","","","",7839.4725,7921.01779278093,7566.11336356041,7839.4725,8112.83163643959,1.01576381106675,73.7009644142399,1.47612879931212,0.76819573371795
8140,8173.9,8118,8140.45,205103,16891850,"0.23%","-0.10%","-0.29%","09/03/2014","","","","","",7860.585,7950.27542041014,7563.73764175001,7860.585,8157.43235824999,0.971395470133019,74.5112079934312,1.68163521919904,0.908383528219339
8125.15,8138.85,8092.2,8132.4,164603,15909850,"-0.10%","-0.19%","0.75%","09/04/2014","","","","","",7878.5625,7974.55869768879,7562.23547795636,7878.5625,8194.88952204364,0.901226392800829,73.4782995315641,1.77936963874705,1.06100001808796
8132.6,8150.25,8072.1,8116.7,200366,15332050,"-0.19%","0.94%","0.81%","09/05/2014","","","","","",7899.825,7993.51087133028,7579.52188496676,7899.825,8220.12811503325,0.838546504578155,71.3994476893889,1.81290302108221,1.22039266737406
8141.25,8197.55,8138.05,8193.1,150270,15836750,"0.94%","-0.13%","-0.76%","09/08/2014","","","","","",7925.9975,8020.12275515291,7599.71537441694,7925.9975,8252.27962558306,0.909312185769744,75.0924075116155,1.93163260728739,1.38131468646383
8200,8200,8158,8182.2,115221,15176800,"-0.13%","-0.63%","-0.77%","09/09/2014","","","","","",7955.525,8041.73305446586,7649.35049665264,7955.525,8261.69950334736,0.870172887555625,73.6316355216453,1.99855181878015,1.53514730866631
8155.15,8157,8107.25,8130.7,186360,14486450,"-0.63%","-0.14%","0.09%","09/10/2014","","","","","",7979.99,8053.59531387041,7701.1512749276,7979.99,8258.8287250724,0.770245820340898,66.9999170142118,1.96058293020882,1.65881013299969
8135.25,8148.6,8072.25,8119.4,208162,13926450,"-0.14%","0.23%","-0.70%","09/11/2014","","","","","",7998.5475,8062.36927202102,7734.88131810516,7998.5475,8262.21368189483,0.729177096454873,65.6037222170082,1.97651112333901,1.7619946808165
8111.05,8148,8096.1,8137.85,148422,13691550,"0.23%","-0.93%","-2.18%","09/12/2014","","","","","",8018.1225,8072.43336908489,7774.9200031481,8018.1225,8261.3249968519,0.746147760713386,66.8195083288743,2.03901696865896,1.85070356962386
8100.15,8100.15,8048.5,8062.55,209387,13447800,"-0.93%","-1.26%","-0.86%","09/15/2014","","","","","",8031.065,8071.11558654023,7808.18211573115,8031.065,8253.94788426885,0.570631264718431,57.8345443948942,1.99311196133105,1.90814614318152
8051.25,8056.5,7952.5,7960.85,242034,12918800,"-1.26%","0.40%","2.21%","09/16/2014","","","","","",8035.2225,8056.41350833487,7821.00414066775,8035.2225,8249.44085933225,0.326409603192204,48.3736429705172,1.85818403918625,1.92776267873565
7994.9,8010.5,7962.5,7992.85,184866,12636000,"0.40%","1.80%","1.73%","09/17/2014","","","","","",8039.3825,8047.93837389022,7831.9561798885,8039.3825,8246.8088201115,0.387833665527631,51.0850843320436,1.58127753519792,1.90575244500797
7964.7,8143.75,7956,8136.7,318157,13589200,"1.80%","-0.07%","0.27%","09/18/2014","","","","","",8051.6825,8059.77325737152,7851.94927723774,8051.6825,8251.41572276226,0.712827637846693,61.000889941135,1.35528339983655,1.85490582042512
8135,8166.4,8111.2,8131,209228,12747600,"-0.07%","0.34%","-1.22%","09/19/2014","","","","","",8063.075,8069.27015638865,7872.75927153806,8063.075,8253.39072846194,0.678453458757571,60.4777331440125,1.15930136725007,1.76909123819875
8084,8176.95,8067.9,8158.45,254671,11090150,"0.34%","-1.55%","-1.76%","09/22/2014","","","","","",8074.62,8081.1608022035,7890.68305047653,8074.62,8258.55694952347,0.727876998659542,62.1607571681553,0.986682860415677,1.65666135393603
8143.7,8164.3,8025.1,8032.2,309560,10116850,"-1.55%","-0.21%","-1.62%","09/23/2014","","","","","",8080.4575,8074.63269524303,7910.19485208508,8080.4575,8250.72014791492,0.358285124215518,51.3334049972513,0.788705885129493,1.52645279337166
8024,8049.8,7959.2,8015.2,274269,8077700,"-0.21%","-1.41%","0.21%","09/24/2014","","","","","",8085.8925,8066.7083358773,7932.03971882592,8085.8925,8239.74528117408,0.270259271686443,50.0687418496823,0.538176487466258,1.36663783383025
8022.4,8024.3,7884,7902.25,280863,6313750,"-1.41%","1.64%","1.16%","09/25/2014","","","","","",8084.425,8044.78055776032,7924.28211848477,8084.425,8244.56788151523,-0.0687889410890817,42.5654180085043,0.251740923187116,1.1680516065556
7956,8057.6,7897.4,8031.9,357809,16409700,"1.64%","-0.47%","-0.41%","09/26/2014","","","","","",8088.3825,8043.06315005895,7937.8261674364,8088.3825,8238.9388325636,0.312420709782694,51.542217382206,0.0818344615532096,0.955687439913615
8015,8038.5,7970,7993.9,167342,15503850,"-0.47%","0.07%","-0.13%","09/29/2014","","","","","",8084.605,8036.50806338442,7928.64400519681,8084.605,8240.56599480319,0.209206138001157,49.1189949259252,-0.0913980600019459,0.739067206670483
7981,8084,7962.5,7999.15,295133,15701650,"0.07%","-0.19%","-1.35%","09/30/2014","","","","","",8078.49,8031.5269882665,7919.23153209327,8078.49,8237.74846790673,0.250908064598285,49.4724375512299,-0.269016121871224,0.533479022551689
7990,8015,7971.45,7983.65,128235,15639450,"-0.19%","-1.16%","-1.10%","10/01/2014","","","","","",8070.65,8025.14338983096,7908.94497843295,8070.65,8232.35502156705,0.23099165642198,48.4033922227215,-0.383062129895106,0.340329519248171
7929.95,7970,7883.25,7890.9,182078,16271150,"-1.16%","0.06%","1.26%","10/07/2014","","","","","",8058.575,8007.24427118684,7881.75675574902,8058.575,8235.39324425098,0.0258549232001308,42.4870140646248,-0.447981159439659,0.161742571838202
7870,7919,7855,7895.5,197811,16321650,"0.06%","1.20%","-0.11%","10/08/2014","","","","","",8047.515,7992.34503502859,7859.31727126769,8047.515,8235.71272873231,0.0961295573969871,42.8600482150972,-0.531513619608859,-0.00694592594230202
7936,8008.55,7922.3,7990.35,209348,16418500,"1.20%","-1.30%","-0.99%","10/09/2014","","","","","",8037.3775,7992.07903035811,7860.1153255944,8037.3775,8214.6396744056,0.367350436838275,50.0537111976646,-0.700705084118025,-0.172436033636471
7927,7948,7870.2,7886.8,268421,15434050,"-1.30%","0.31%","0.11%","10/10/2014","","","","","",8022.6075,7978.04182631036,7846.85405828406,8022.6075,8198.36094171594,0.113641989954616,43.6001989271076,-0.866814003829675,-0.328546088224908
7835,7929.9,7817.35,7911.4,212390,14826500,"0.31%","-0.20%","-1.68%","10/13/2014","","","","","",8011.6425,7969.15624946898,7836.87130307385,8011.6425,8186.41369692615,0.213217905000798,45.401194660882,-1.02319914464033,-0.47020609576129
7952,7952,7845.55,7895.25,248830,14718800,"-0.20%","-1.48%","-0.99%","10/14/2014","","","","","",8000.435,7959.30208287312,7825.99404695284,8000.435,8174.87595304716,0.198508297040872,44.3988232431105,-1.04906713416876,-0.595861828619287
7869.95,7919.2,7757.1,7778.1,285534,14441200,"-1.48%","0.50%","1.53%","10/16/2014","","","","","",7982.4475,7935.1418051567,7794.70981205483,7982.4475,8170.18518794518,-0.044236754581945,37.8677398628408,-1.12729778302513,-0.710961797844085
7804,7872.65,7752.2,7817.05,297423,15646900,"0.50%","1.03%","1.65%","10/17/2014","","","","","",7970.1725,7919.39623113581,7773.11737706482,7970.1725,8167.22762293518,0.111472927678294,40.9765092859792,-1.07366840473501,-0.800367607051172
7920,7940.15,7882.05,7897.25,248548,16233200,"1.03%","0.62%","1.48%","10/20/2014","","","","","",7966.9925,7916.4434003177,7767.40184822743,7966.9925,8166.58315177257,0.325286155988232,46.8711014423274,-1.07322023942923,-0.877051841443852
7915.5,7959,7890.65,7946.4,266648,16790900,"0.62%","0.85%","0.97%","10/21/2014","","","","","",7964.67,7920.43761360867,7765.25600751201,7964.67,8164.08399248799,0.454190777256764,50.15638060873,-1.01045943718174,-0.939549427859639
8010.1,8022.55,7992.1,8013.8,178728,17106700,"0.85%","0.13%","-0.20%","10/22/2014","","","","","",7958.525,7932.88593179418,7773.64995165653,7958.525,8143.40004834347,0.649492861517224,54.3271892465599,-0.939421792745332,-0.984872558208136
8036.15,8039.5,8014.95,8023.85,31565,16959450,"0.13%","-0.32%","0.21%","10/23/2014","","","","","",7953.1675,7945.01447422163,7782.96785759438,7953.1675,8123.36714240562,0.707645853425328,54.9327567134999,-0.851824014072011,-1.00166355042525
8061.5,8061.5,7993,7998,169824,15964950,"-0.32%","0.53%","1.14%","10/27/2014","","","","","",7945.145,7952.07921099208,7801.32467494127,7945.145,8088.96532505873,0.683753582737403,52.9867201198254,-0.673035913200515,-0.98013265146645
8010.05,8051.4,8003.1,8040.35,218879,13645750,"0.53%","0.61%","1.57%","10/28/2014","","","","","",7945.5525,7963.84864952647,7800.70532027254,7945.5525,8090.39967972746,0.827232812466099,55.7523099080517,-0.511022007034756,-0.923224080621387
8081.25,8095,8057,8089.15,203532,12124500,"0.61%","0.96%","3.26%","10/29/2014","","","","","",7949.25,7980.55549625627,7794.07296239456,7949.25,8104.42703760544,0.950775456726131,58.7626079397198,-0.469362944766816,-0.858812504021171
8082.75,8172.25,8082.7,8166.6,260227,11197000,"0.96%","2.28%","2.38%","10/30/2014","","","","","",7962.4675,8005.36143008877,7782.5022025813,7962.4675,8142.4327974187,1.06714406312756,63.0582017380801,-0.260670090625659,-0.762520538199007
8234.95,8358.3,8224.95,8352.7,532335,20785600,"2.28%","0.10%","0.33%","10/31/2014","","","","","",7978.5075,8051.67323941027,7731.82858262967,7978.5075,8225.18641737033,1.25846064185176,70.9016923433495,0.0957141227005964,-0.632589146261718
8374.9,8388.7,8346.7,8361.05,281835,21417576,"0.10%","0.23%","0.25%","11/03/2014","","","","","",7996.865,8092.92347415556,7699.00116516938,7996.865,8294.72883483062,1.11132799187773,71.1971879475037,0.470087482874471,-0.461110510450196
8383,8412.85,8361.1,8380.15,347274,22694324,"0.23%","0.02%","-0.01%","11/05/2014","","","","","",8015.915,8131.22034426815,7674.37190154828,8015.915,8357.45809845172,1.03321967513199,71.9001294535831,0.989404023532892,-0.238903459259681
8385,8395,8325.9,8381.65,297377,23072676,"0.02%","-0.03%","0.17%","11/07/2014","","","","","",8035.815,8164.6109650324,7659.50148695536,8035.815,8412.12851304464,0.959503828605504,71.9580104096323,1.4065736574254,0.0217627018704005
8398,8416.55,8337.3,8379.5,299921,23122924,"-0.03%","0.20%","0.47%","11/10/2014","","","","","",8060.245,8193.26283636141,7661.93812722475,8060.245,8458.55187277525,0.900765115820814,71.7299427294357,1.72974560059851,0.308603770167125
8393,8407.45,8352.65,8395.85,282205,23193076,"0.20%","0.27%","-0.19%","11/11/2014","","","","","",8085.2625,8220.27445817989,7669.03801264372,8085.2625,8501.48698735628,0.873100946045664,72.4451736110217,1.95488629090736,0.600595126179112
8409.65,8447.9,8402,8418.8,334887,23773350,"0.27%","-0.46%","-0.03%","11/12/2014","","","","","",8106.685,8246.74453042257,7668.67255029109,8106.685,8544.69744970891,0.856285535042921,73.4601763596502,2.18502736669046,0.900156167704136
8430.5,8431,8350.05,8380.1,385583,23100100,"-0.46%","0.44%","0.87%","11/13/2014","","","","","",8131.35,8264.52525969956,7690.09868045523,8131.35,8572.60131954477,0.781868845465019,68.8542871803131,2.36443023648345,1.21502207673194
8388,8428.8,8368.25,8416.65,275556,22847724,"0.44%","0.43%","0.42%","11/14/2014","","","","","",8156.6125,8284.80855840629,7710.79463486335,8156.6125,8602.43036513665,0.791640959610596,70.7214095497884,2.592111459357,1.53199780450779
8406.3,8464.9,8371,8452.95,343192,22810400,"0.43%","-0.01%","-0.51%","11/17/2014","","","","","",8184.4975,8307.22741728545,7737.79358522535,8184.4975,8631.20141477465,0.800481472314191,72.4855733325439,2.78746171251221,1.83108087004242
8451,8469.4,8432.1,8451.9,232236,22615924,"-0.01%","-0.50%","-0.37%","11/18/2014","","","","","",8218.1875,8326.51709498072,7798.33829269457,8218.1875,8638.03670730543,0.778329095224393,72.3497753613583,2.88632792078951,2.09955202981076
8465.45,8469.9,8386,8409.55,336894,21991876,"-0.50%","0.13%","0.99%","11/19/2014","","","","","",8247.8125,8337.58814898329,7863.22901507768,8247.8125,8632.39598492232,0.710276190139399,66.9053581050202,2.88515210169347,2.31019070516193
8420.15,8428.9,8371.1,8420.35,317363,21418776,"0.13%","0.86%","1.37%","11/20/2014","","","","","",8273.9675,8348.62306245219,7918.23846649978,8273.9675,8629.69653350022,0.705750003815627,67.5754633507247,2.74604558401341,2.45902091922727
8420.5,8512.9,8412,8492.4,394702,20970050,"0.86%","0.51%","-0.30%","11/21/2014","","","","","",8301.2675,8367.7933207919,7967.13512611953,8301.2675,8635.39987388047,0.78601314170828,71.6933030811669,2.58773118495359,2.55435265082227
8528.65,8539.9,8505.7,8535.5,295185,18906176,"0.51%","-0.81%","-0.66%","11/24/2014","","","","","",8327.3525,8390.15421135298,8005.84325522623,8327.3525,8648.86174477377,0.823703755620564,73.8340263465373,2.44576503070744,2.60889473302228
8539,8540,8437.05,8466.5,628405,13046500,"-0.81%","0.15%","0.31%","11/25/2014","","","","","",8349.485,8400.33364983925,8054.76741297812,8349.485,8644.20258702188,0.698520558583617,65.3175885147928,2.25861206224542,2.61707081030617
8460.05,8513.4,8443.9,8479.4,448199,9416575,"0.15%","0.16%","1.87%","11/26/2014","","","","","",8373.555,8410.87582986068,8122.14251641973,8373.555,8624.96748358027,0.710500684955458,66.1047530755315,2.0259143905518,2.57945793853598
8484,8499,8456.8,8493,420891,6925300,"0.16%","1.71%","1.21%","11/27/2014","","","","","",8396.1875,8421.82571921259,8191.7183730517,8396.1875,8600.6566269483,0.736741119417211,66.9562430660234,1.80392358534014,2.49188150808966
8576.1,8668,8575,8638.35,390067,22216424,"1.71%","-0.49%","-0.73%","11/28/2014","","","","","",8423.6475,8450.69562331758,8245.69934048437,8423.6475,8601.59565951563,1.10327260642766,74.3675086373442,1.6752083674809,2.36829780308619
8630,8659.95,8588.6,8595.9,321349,21946850,"-0.49%","-0.24%","-0.20%","12/01/2014","","","","","",8445.1125,8470.05620687523,8294.97235255435,8445.1125,8595.25264744564,1.00215582762295,69.4671298162883,1.58644978840021,2.22386689948737
8583.95,8601.75,8540,8575.35,405496,21395900,"-0.24%","0.04%","0.35%","12/02/2014","","","","","",8456.245,8484.09537929187,8302.19734211452,8456.245,8610.29265788547,0.886584910263775,67.1599800094715,1.48240325999927,2.06800591707691
8574.95,8594,8545,8578.75,275706,20517550,"0.04%","0.31%","0.04%","12/03/2014","","","","","",8467.13,8496.71599538629,8310.77839175755,8467.13,8623.48160824245,0.85695187678183,67.3531720387231,1.34933314769905,1.91281564637531
8619.75,8628.85,8560.7,8605.75,320202,19897576,"0.31%","-0.27%","-1.35%","12/04/2014","","","","","",8478.41,8511.25386266811,8316.33943327056,8478.41,8640.48056672943,0.89285356548603,68.9169632356778,1.2202633501128,1.76087477583745
8619.8,8622,8567.9,8582.55,204790,20140824,"-0.27%","-1.08%","-2.20%","12/05/2014","","","","","",8488.455,8520.76001431237,8326.7151196365,8488.455,8650.1948803635,0.79088373191734,65.9918867746816,1.1410001986329,1.61590090560694
8575,8589,8483.25,8489.75,403704,21307450,"-1.08%","-1.13%","-0.98%","12/08/2014","","","","","",8493.9675,8516.62534573738,8340.13533406907,8493.9675,8647.79966593093,0.486291878637741,55.7913577512772,1.02512797425507,1.47884711805246
8459,8477.5,8383,8393.45,450194,22130900,"-1.13%","0.16%","-0.61%","12/09/2014","","","","","",8493.8475,8500.20196630573,8339.70593365594,8493.8475,8647.98906634406,0.174333463772184,47.5734737155307,0.823623635082971,1.3452592563337
8368.8,8429.9,8367.7,8406.8,335101,21981676,"0.16%","-0.77%","-1.55%","12/10/2014","","","","","",8493.2475,8487.7483707983,8337.85377272956,8493.2475,8648.64122727044,0.221843662809013,48.7015462223484,0.672205419199901,1.21951279342923
8370,8394.4,8316,8342.1,433216,22143424,"-0.77%","-0.78%","-0.90%","12/11/2014","","","","","",8491.3475,8468.3285880252,8329.66443819388,8491.3475,8653.03056180612,0.0384566004230813,43.7844009180662,0.55844609069946,1.09542809600907
8346.95,8363,8266.9,8276.9,415055,23146076,"-0.78%","-0.12%","-1.94%","12/12/2014","","","","","",8484.36,8442.8047762885,8299.89397440179,8484.36,8668.82602559821,-0.0623257706323489,39.4606333268804,0.406249514809787,0.964294732276801
8232,8288,8230.05,8267.2,341209,23545800,"-0.12%","-1.83%","-2.50%","12/15/2014","","","","","",8475.0725,8419.3908061167,8267.90817036046,8475.0725,8682.23682963954,-0.00170919955595665,38.8460251428686,0.236062481595822,0.825812423565307
