"Open","High","Low","Close","Contact","Open.Int","Rtn..1.Day","Rtn..1.Day.1","Rtn..2.Day","Date","Rtn..1.Day.Table","X","X.1","X.2","X.3","sma20","ema14","dn","mavg","up","pctB","rsi14","macd","signal"
8218.8,8227.95,8101.1,8116,697823,23949650,"-1.83%","-0.68%","0.80%","12/16/2014","","","","","",8458.2775,8378.93869863447,8198.53148852918,8458.2775,8718.02351147082,-0.158869597384463,30.7945877166392,-0.158888902039211,0.658232195816612
8095.15,8120,8007.85,8060.85,671947,23962050,"-0.68%","1.49%","2.22%","12/17/2014","","","","","",8440.8425,8336.52687214988,8128.80576614483,8440.8425,8752.87923385517,-0.108890650958384,28.476194019692,-0.534917764927489,0.463212071923246
8145,8196.7,8103.9,8180.8,487109,22041150,"1.49%","0.72%","1.88%","12/18/2014","","","","","",8428.865,8315.76328919656,8096.85067335128,8428.865,8760.87932664872,0.126424253278591,39.1980447703962,-0.817029408829473,0.245653226649648
8237,8277,8226,8239.85,502221,19795924,"0.72%","1.15%","0.38%","12/19/2014","","","","","",8416.2375,8305.64151730369,8075.74712880722,8416.2375,8756.72787119278,0.240980193680529,43.6744454246145,-1.08883977478349,0.0107679212009197
8261,8345.5,8237.35,8334.2,454364,17950350,"1.15%","-0.75%","-1.82%","12/22/2014","","","","","",8406.1725,8309.44931499653,8068.4895163082,8406.1725,8743.8554836918,0.393431852542373,50.0076257518998,-1.32037849822351,-0.227454538055356
8335,8370.95,8256.75,8271.55,689426,13359375,"-0.75%","-1.07%","0.03%","12/23/2014","","","","","",8396.425,8304.39607299699,8055.03591918458,8396.425,8737.81408081542,0.317107507214745,46.2860223301411,-1.54663266648287,-0.473992103131219
8275,8286.8,8165.1,8182.75,644400,10949100,"-1.07%","1.11%","1.63%","12/24/2014","","","","","",8381.5925,8288.17659659739,8030.27935866452,8381.5925,8732.90564133548,0.217001050339131,41.5643931658005,-1.72983518479478,-0.728245578186135
8274.9,8319,8212.5,8273.75,329455,20715000,"1.11%","0.52%","0.53%","12/26/2014","","","","","",8370.63,8286.25305038441,8020.22467412723,8370.63,8721.03532587277,0.361760092032422,47.4773138452821,-1.78750777314221,-0.971996387958579
8285,8356.85,8285,8316.45,256065,21097276,"0.52%","0.02%","0.26%","12/29/2014","","","","","",8354.535,8290.27931033315,8025.90147903782,8354.535,8683.16852096218,0.442055515383073,50.032280238145,-1.83045797311603,-1.20160977181545
8324,8331.5,8281.75,8317.95,213744,21317350,"0.02%","0.24%","0.31%","12/30/2014","","","","","",8340.6375,8293.96873562207,8031.05114875854,8340.6375,8650.22385124146,0.463358365268654,50.1240664334857,-1.77590747207994,-1.38127850181998
8326.6,8356.35,8313.25,8337.85,208456,21169224,"0.24%","0.07%","1.45%","12/31/2014","","","","","",8328.7625,8299.81957087246,8038.48124177791,8328.7625,8619.04375822209,0.515652922368565,51.3995493151182,-1.62615417281173,-1.50252699158489
8320,8356,8295.2,8343.8,152053,21140550,"0.07%","1.37%","0.95%","01/01/2015","","","","","",8317.015,8305.68362808946,8050.07367854526,8317.015,8583.95632145473,0.550170201926834,51.7964765995946,-1.49447296342086,-1.5777984976506
8352.25,8470.9,8352.25,8458.4,384440,21427924,"1.37%","-0.42%","-3.55%","01/02/2015","","","","","",8309.6475,8326.04581101087,8068.05918804141,8309.6475,8551.23581195859,0.807863610606911,58.779400311081,-1.14416395377833,-1.58394562865003
8452.35,8492,8406,8422.85,362889,20698500,"-0.42%","-3.15%","-3.34%","01/05/2015","","","","","",8301.6625,8338.95303620942,8087.70531298587,8301.6625,8515.61968701413,0.783205022675858,56.066096024872,-0.751865302696875,-1.52077749581374
8422,8422,8000,8157.9,807830,19157776,"-3.15%","-0.20%","1.22%","01/06/2015","","","","","",8285.07,8314.8126313815,8080.77956116352,8285.07,8489.36043883648,0.188751953531723,40.9093765380365,-0.555106642604219,-1.410607937605
8150,8184,8096,8141.85,513814,18716024,"-0.20%","1.42%","2.13%","01/07/2015","","","","","",8272.49,8291.7509471973,8065.47621640094,8272.49,8479.50378359906,0.184465455080474,40.2004012774176,-0.444712843882278,-1.2678165663925
8209,8274.9,8193.1,8257.25,409705,17798500,"1.42%","0.71%","1.25%","01/08/2015","","","","","",8265.0125,8287.15082090432,8067.35200603371,8265.0125,8462.6729939663,0.480364057975783,47.2755523013719,-0.375401400060604,-1.11091585827232
8306.35,8334,8205,8315.5,596384,17111350,"0.71%","0.54%","0.01%","01/09/2015","","","","","",8263.6825,8290.93071145041,8067.76441437491,8263.6825,8459.60058562509,0.632242768284188,50.46161345012,-0.209970303825258,-0.930861672795566
8304,8368,8271.35,8360.55,391895,17553924,"0.54%","-0.53%","-0.64%","01/12/2015","","","","","",8267.865,8300.21328325703,8067.47626503718,8267.865,8468.25373496282,0.731262999931595,52.8354005593359,0.0818628405942601,-0.7244427491651
8385,8388.9,8279.45,8316.5,410143,17983750,"-0.53%","-0.11%","2.39%","01/13/2015","","","","","",8270.33,8302.38484548942,8068.8248526712,8270.33,8471.8351473288,0.614562830309898,50.2974582318514,0.248338457427977,-0.516165790249576
8337.5,8348.15,8244,8307.35,502517,17577576,"-0.11%","2.50%","2.74%","01/14/2015","","","","","",8279.8975,8303.04686609083,8090.824174343,8279.8975,8468.97082565701,0.572597495983649,49.7627449915245,0.324074761854343,-0.314104931885665
8470,8564.15,8427.6,8515.05,832330,20645950,"2.50%","0.23%","0.69%","01/15/2015","","","","","",8302.6075,8331.31395061206,8115.12756967411,8302.6075,8490.08743032589,1.06657397842724,60.1254053929901,0.465617585830391,-0.135240316373585
8500,8554.9,8473.2,8535.05,400180,20075000,"0.23%","0.46%","2.13%","01/16/2015","","","","","",8320.32,8358.47875719711,8116.03519048152,8320.32,8524.60480951848,1.02556526475499,60.9604851556309,0.603998836078312,0.015411254601436
8566.25,8588,8543,8574.1,301616,20074376,"0.46%","1.67%","1.92%","01/19/2015","","","","","",8337.0325,8387.2282562375,8108.55749857752,8337.0325,8565.50750142247,1.01880402346871,62.6071164367666,0.727020555572944,0.157869832176676
8591.25,8731,8591.25,8717.15,505107,21734600,"1.67%","0.24%","0.71%","01/20/2015","","","","","",8356.18,8431.2178220725,8073.99109624934,8356.18,8638.36890375066,1.13958928788878,67.9415254311842,0.781187039412612,0.294080930320553
8741.15,8760,8707.45,8738.5,399907,22199876,"0.24%","0.47%","1.21%","01/21/2015","","","","","",8379.5275,8472.1887791295,8055.10274219783,8379.5275,8703.95225780218,1.05324461430112,68.6601288198152,0.877558152800795,0.433298658416264
8766,8790,8750.1,8779.15,356371,22654776,"0.47%","0.74%","1.63%","01/22/2015","","","","","",8409.3475,8513.11694191223,8054.53790955042,8409.3475,8764.15709044958,1.02112810638999,70.0372599256776,1.18891731597142,0.58873061617145
8849.4,8875.85,8810.5,8844.4,407709,22753350,"0.74%","0.88%","0.68%","01/23/2015","","","","","",8437.88,8557.28801632394,8041.88728491549,8437.88,8833.87271508451,1.0132922709364,72.1525419955275,1.52310180740971,0.748868279150944
8870,8938.8,8837.55,8922.65,589783,16079900,"0.88%","-0.20%","0.29%","01/27/2015","","","","","",8468.19,8606.00294748074,8024.13281043992,8468.19,8912.24718956008,1.01171336787748,74.4793817052537,1.83753393823749,0.925445554796446
8908.7,8994,8868.5,8904.65,809904,10714875,"-0.20%","0.49%","-0.36%","01/28/2015","","","","","",8497.525,8645.82255448331,8020.73398341097,8497.525,8974.31601658903,0.92694281753941,72.9689815004702,2.11046064866611,1.12393287555331
8891,8963.85,8862.3,8948.55,684920,7780325,"0.49%","-0.85%","-0.99%","01/29/2015","","","","","",8528.06,8686.18621388554,8018.95724259242,8528.06,9037.16275740758,0.912971638713168,74.3359480802969,2.40405911458275,1.3393152676369
9005,9029.5,8827.4,8872.65,589828,25504976,"-0.85%","-0.15%","-0.71%","01/30/2015","","","","","",8554.5025,8711.04805203413,8031.67662222136,8554.5025,9077.32837777863,0.804257606138143,67.9389495112048,2.6709403644317,1.56897543745395
8849.7,8925,8805.45,8859.65,421070,24968800,"-0.15%","-0.56%","-0.94%","02/02/2015","","","","","",8574.565,8730.86164509625,8037.4311767306,8574.565,9111.69882326939,0.765376138729043,66.877393372277,2.89738774951345,1.81012734789178
8895,8908.8,8780,8809.9,481794,25395600,"-0.56%","-0.38%","-0.67%","02/03/2015","","","","","",8593.9175,8741.40009241675,8052.17245731387,8593.9175,9135.66254268613,0.699339618253907,62.8313113823593,2.93663443065459,2.04962150247422
8846.1,8854,8755,8776.35,394733,25280376,"-0.38%","-0.29%","-0.73%","02/04/2015","","","","","",8624.84,8746.06008009451,8116.61076176198,8624.84,9133.06923823802,0.649056752938172,60.1868275481871,2.9588381122327,2.28087483129999
8764.9,8891.9,8718.25,8751.3,570515,24833676,"-0.29%","-0.45%","-2.15%","02/05/2015","","","","","",8655.3125,8746.75873608191,8195.82885080778,8655.3125,9114.79614919222,0.60445148610701,58.2166213606171,2.9309244473108,2.47443117922659
8738,8763.85,8695.5,8711.9,394508,24963150,"-0.45%","-1.71%","-1.15%","02/06/2015","","","","","",8678.045,8742.11090460432,8256.13525147551,8678.045,9099.95474852449,0.540121139791623,55.1582255652983,2.75344487032161,2.61113596399458
8639.95,8644,8553.25,8562.9,470718,24804224,"-1.71%","0.57%","1.26%","02/09/2015","","","","","",8690.415,8718.21611732375,8298.29299462412,8690.415,9082.53700537588,0.337403922437652,45.4368146977722,2.48255834714943,2.68280534276257
8499.95,8683.5,8498.1,8611.4,679999,24942100,"0.57%","0.69%","1.64%","02/10/2015","","","","","",8702.9575,8703.97396834725,8338.79146606081,8702.9575,9067.12353393919,0.374291543599465,48.6116681646847,2.2500050845931,2.69831028008779
8655.15,8698,8610.75,8670.9,371359,24808300,"0.69%","0.94%","1.97%","02/11/2015","","","","","",8720.6775,8699.56410590095,8401.77851368145,8720.6775,9039.57648631855,0.421954126329087,52.2801231515858,1.96891065239471,2.64996045095579
8720,8770,8626,8752.2,489248,25305800,"0.94%","1.02%","1.06%","02/12/2015","","","","","",8742.92,8706.58222511415,8486.505379902,8742.92,8999.334620098,0.518095692040598,56.8163643718139,1.53458536659223,2.52369878452918
8785,8870.65,8762.7,8841.55,440336,25806150,"1.02%","0.04%","0.56%","02/13/2015","","","","","",8759.245,8724.57792843227,8522.0888006292,8759.245,8996.40119937079,0.673524875627046,61.1835471343263,1.15850214414257,2.33048927282131
8868.65,8904.95,8829.1,8845.05,371508,26048276,"0.04%","0.52%","0.80%","02/16/2015","","","","","",8774.745,8740.64087130797,8558.63881568312,8774.745,8990.85118431688,0.662663091346132,61.3484420780753,0.795926024157856,2.09263278321056
8848,8927.7,8837.55,8891.3,351950,25547200,"0.52%","0.28%","-0.47%","02/18/2015","","","","","",8790.605,8760.72875513357,8589.70439049371,8790.605,8991.50560950629,0.750608995780189,63.5518521629802,0.557443143081282,1.82581111997151
8900,8939,8802.55,8916.15,518259,24870424,"0.28%","-0.75%","-1.82%","02/19/2015","","","","","",8800.555,8781.45158778243,8595.52274180632,8800.555,9005.58725819368,0.781894666279305,64.7157336502373,0.365229027582759,1.54073385111284
8905.25,8920,8830.2,8849.45,546704,22936200,"-0.75%","-1.08%","-0.86%","02/20/2015","","","","","",8806.1025,8790.51804274477,8602.08508046186,8806.1025,9010.11991953814,0.606234801170737,59.2470344323402,0.167784386788661,1.2534382418314
8945,8945,8735.2,8753.45,660896,16523375,"-1.08%","0.23%","0.16%","02/23/2015","","","","","",8804.8175,8785.57563704547,8599.81586031144,8804.8175,9009.81913968856,0.374714416728478,52.3855825940487,-0.0500061378978955,0.972042187937252
8760,8814,8726,8773.3,611830,12698450,"0.23%","-0.07%","-1.01%","02/24/2015","","","","","",8801.2625,8783.93888543941,8596.66426961909,8801.2625,9005.86073038091,0.431664853728348,53.5826099650704,-0.142224214507802,0.706238932481597
8825,8847.9,8750.1,8767.15,605509,9356850,"-0.07%","-0.94%","1.40%","02/25/2015","","","","","",8793.4875,8781.70036738082,8596.24556512052,8793.4875,8990.72943487948,0.433235546446822,53.1368910800182,-0.191278131593919,0.46621795648286
8781.1,8781.1,8671.15,8684.8,631399,5881075,"-0.94%","2.36%","3.22%","02/26/2015","","","","","",8782.495,8768.78031839671,8586.75993696836,8782.495,8978.23006303164,0.25044072715728,47.4456527986318,-0.124061282029286,0.281923884413803
8769,8900,8752.3,8889.95,550410,24192824,"2.36%","0.84%","1.25%","02/27/2015","","","","","",8779.565,8784.93627594381,8592.2888987484,8779.565,8966.8411012516,0.794711923364161,59.1761661217379,0.064344648606296,0.160350829354217
8960.55,8993.25,8791,8964.65,1102700,25710676,"0.84%","0.40%","1.01%","02/28/2015","","","","","",8784.165,8808.89810581797,8583.90011016656,8784.165,8984.42988983344,0.950615682434671,62.461775033334,0.243489978868516,0.09896904654429
9025.15,9033,8944.1,9000.7,519268,26584200,"0.40%","0.60%","-0.49%","03/02/2015","","","","","",8791.2175,8834.47169170891,8571.79790362128,8791.2175,9010.63709637872,0.977355950556104,63.9688989573609,0.381517508963602,0.0794217538645478
9000,9063.7,8971,9054.85,434027,27814576,"0.60%","-1.09%","-0.73%","03/03/2015","","","","","",8803.465,8863.85546614772,8555.72407463643,8803.465,9051.20592536357,1.00735460770375,66.1662680456701,0.490894550200771,0.0933845897109937
9148,9191,8926,8956.35,618998,26893850,"-1.09%","0.36%","-1.91%","03/04/2015","","","","","",8812.465,8876.18807066136,8556.38047079138,8812.465,9068.54952920862,0.780932628856279,59.1051531663308,0.581245705221911,0.139324736203577
8957.1,9012.4,8882,8988.75,510114,26084250,"0.36%","-2.27%","-2.54%","03/05/2015","","","","","",8824.3375,8891.19632790651,8558.85207690675,8824.3375,9089.82292309325,0.809645060893331,60.5948010530004,0.63638731708926,0.215590675646594
8855.25,8934.7,8768.3,8784.85,596010,25018124,"-2.27%","-0.28%","-0.37%","03/09/2015","","","","","",8827.985,8877.01681751898,8566.80937498878,8827.985,9089.16062501122,0.41742146688048,48.5974488354767,0.58417627224967,0.296301840841869
8785.05,8815.2,8712.8,8760.3,481922,24811424,"-0.28%","-0.09%","0.60%","03/10/2015","","","","","",8837.855,8861.45457518311,8604.00616014827,8837.855,9071.70383985173,0.334177069150369,47.3810563237287,0.549210375122544,0.378578341588143
8760,8809.9,8727,8752.15,420876,24909700,"-0.09%","0.70%","-0.89%","03/11/2015","","","","","",8844.8925,8846.88063182536,8631.11722014987,8844.8925,9058.66777985013,0.283084133803919,46.9608265737545,0.595157040337257,0.458491488517759
8800.05,8824.4,8772.15,8813.05,316132,24997800,"0.70%","-1.57%","-1.67%","03/12/2015","","","","","",8852,8842.36988091532,8652.88718022187,8852,9051.11281977813,0.402191129522947,50.4941465990108,0.631362754714782,0.52149350030759
8873.9,8873.9,8652.15,8674.4,679192,24679776,"-1.57%","-0.10%","0.76%","03/13/2015","","","","","",8848.11,8819.97389679327,8638.58260179155,8848.11,9057.63739820844,0.0854718726875372,43.4047292507267,0.588413031366319,0.559818283918457
8670,8694,8640.05,8665.6,309010,24986050,"-0.10%","0.86%","0.45%","03/16/2015","","","","","",8839.3125,8799.39071055417,8615.15737542106,8839.3125,9063.46762457894,0.112517223671984,42.9921511571866,0.607896230012539,0.584971475146117
8714.9,8764.9,8645.15,8740.2,606545,24131624,"0.86%","-0.41%","-1.19%","03/17/2015","","","","","",8834.07,8791.49861581361,8605.82964773949,8834.07,9062.31035226051,0.294361516116006,47.5441667589775,0.453754875918655,0.580844844670326
8775,8775,8686.8,8704.7,409687,23387750,"-0.41%","-0.79%","-1.18%","03/18/2015","","","","","",8824.74,8779.92546703847,8591.42106034872,8824.74,9058.05893965128,0.242755559879945,45.6751083080516,0.145746910907518,0.532456089746505
8765.5,8815,8612.15,8635.85,682035,23100800,"-0.79%","-0.39%","-0.82%","03/19/2015","","","","","",8810.725,8760.71540476667,8567.58558423201,8810.725,9053.86441576799,0.140381220281311,42.2093772201163,-0.209941169919847,0.438419591189938
8630.05,8647,8578.3,8602.05,440455,22897350,"-0.39%","-0.43%","-0.33%","03/20/2015","","","","","",8798.355,8739.56001746445,8539.67791578108,8798.355,9057.03208421892,0.120559740355916,40.5814309323067,-0.608242950550386,0.305928566434376
8619.95,8625,8552.75,8565,324587,21984424,"-0.43%","0.10%","-0.35%","03/23/2015","","","","","",8788.9325,8716.28534846919,8511.36031249736,8788.9325,9066.50468750264,0.0966229505651215,38.8142597115292,-0.897423462061198,0.14519147341396
8551.25,8653.35,8548,8573.85,727889,16892676,"0.10%","-0.45%","-2.70%","03/24/2015","","","","","",8778.96,8697.2939686733,8485.95532836489,8778.96,9071.96467163511,0.149988515788187,39.4920625214641,-1.17460216087604,-0.0514484378319617
8580.1,8587.7,8522.45,8535,506265,11023900,"-0.45%","-2.26%","-1.17%","03/25/2015","","","","","",8767.3525,8675.65477285019,8455.60227550128,8767.3525,9079.10272449872,0.127341888247854,37.5267718673274,-1.27750874570218,-0.263545271211624
8489,8499.9,8328.75,8342.1,653564,6810325,"-2.26%","1.11%","2.58%","03/26/2015","","","","","",8750.2175,8631.18080313683,8388.52878815651,8750.2175,9111.90621184349,-0.064183352474386,29.6396875738012,-1.4372972133973,-0.488624187296471
8465.25,8484.85,8357,8434.9,496803,21287100,"1.11%","1.45%","1.18%","03/27/2015","","","","","",8727.465,8605.01002938525,8347.03365257973,8727.465,9107.89634742027,0.115482527946363,36.5487036996731,-1.53103788752808,-0.726283533689873
8474.75,8570,8452.35,8557.5,406470,20123150,"1.45%","-0.27%","0.88%","03/30/2015","","","","","",8707.1075,8598.67535880055,8336.16737777675,8707.1075,9078.04762222325,0.298340094483013,44.3266191799317,-1.64832437458178,-0.959847894856588
8582.35,8605.05,8498.25,8534.75,397674,19516750,"-0.27%","1.15%","1.82%","03/31/2015","","","","","",8683.81,8590.15197762715,8331.49254286794,8683.81,9036.12745713206,0.288457828327069,43.2667491772568,-1.68690310946275,-1.16347567489773
8531.1,8645.55,8512,8633.1,416855,18973524,"1.15%","0.66%","0.91%","04/01/2015","","","","","",8662.7225,8595.87838061019,8353.96851302169,8662.7225,8971.47648697831,0.452028959544932,48.9495827159965,-1.65715316614489,-1.32427700781162
8662.35,8696.9,8607,8689.8,358739,18603376,"0.66%","0.25%","0.84%","04/06/2015","","","","","",8649.395,8608.4012631955,8370.96771703369,8649.395,8927.82228296631,0.572559340394972,51.9385263583729,-1.67177836477456,-1.44244760939208
8711.65,8733,8616.9,8711.3,541274,18555400,"0.25%","0.59%","1.15%","04/07/2015","","","","","",8635.5225,8622.12109476943,8402.10003005548,8635.5225,8868.94496994452,0.662318349253201,53.0607884788261,-1.67696757864645,-1.529063622346
8749.6,8778.65,8716.1,8762.65,364414,19171300,"0.59%","0.55%","0.56%","04/08/2015","","","","","",8634.4125,8640.85828213351,8403.64495272569,8634.4125,8865.18004727431,0.777849943622198,55.7202230935778,-1.50036389587631,-1.56525937067937
